iter	Logloss
242	0.0008325579776
243	0.0008281339206
244	0.0008254028586
245	0.0008243846205
246	0.0008214977233
247	0.0008194505334
248	0.0008167678742
249	0.0008133775094
250	0.0008109964367
251	0.0008067097824
252	0.000803772004
253	0.0008020070809
254	0.0007978998854
255	0.0007965248752
256	0.0007955706723
257	0.0007925229334
258	0.0007886819469
259	0.0007877150442
260	0.0007841592443
261	0.0007828450449
262	0.0007820055883
263	0.0007783891128
264	0.0007769838355
265	0.0007756430103
266	0.0007748652076
267	0.0007740608687
268	0.0007725891645
269	0.0007709687353
270	0.0007664704107
271	0.0007655375739
272	0.0007645434477
273	0.0007633719964
274	0.0007599004951
275	0.0007585849146
276	0.0007576413809
277	0.0007555400522
278	0.0007538685963
279	0.0007520337722
280	0.0007499501371
281	0.000746903546
282	0.0007394412772
283	0.0007355650121
284	0.0007348030247
285	0.0007333466498
286	0.0007289629649
287	0.0007268293174
288	0.0007233927874
289	0.0007194196168
290	0.000716468352
291	0.0007139472256
292	0.0007113483463
293	0.0007108006487
294	0.0007069667292
295	0.000705723027
296	0.0007020983512
297	0.0006999285375
298	0.0006986972636
299	0.0006915225153
